[INFO] [548.767] - FileName: /home/pi/microSWIFT/data/006_Temp_12Nov2020_11:12:00UTC_burst_12.dat
[INFO] [548.778] - num sample: 0, num sample needed: 2048
[INFO] [549.043] - num sample: 1, num sample needed: 2048
[INFO] [549.301] - num sample: 2, num sample needed: 2048
[INFO] [549.559] - num sample: 3, num sample needed: 2048
[INFO] [549.830] - num sample: 4, num sample needed: 2048
[INFO] [550.091] - num sample: 5, num sample needed: 2048
[INFO] [550.349] - num sample: 6, num sample needed: 2048
[INFO] [550.636] - num sample: 7, num sample needed: 2048
[INFO] [550.892] - num sample: 8, num sample needed: 2048
[INFO] [551.151] - num sample: 9, num sample needed: 2048
[INFO] [551.407] - num sample: 10, num sample needed: 2048
[INFO] [551.664] - num sample: 11, num sample needed: 2048
[INFO] [551.921] - num sample: 12, num sample needed: 2048
[INFO] [552.181] - num sample: 13, num sample needed: 2048
[INFO] [552.439] - num sample: 14, num sample needed: 2048
[INFO] [552.697] - num sample: 15, num sample needed: 2048
[INFO] [552.955] - num sample: 16, num sample needed: 2048
[INFO] [553.221] - num sample: 17, num sample needed: 2048
[INFO] [553.479] - num sample: 18, num sample needed: 2048
[INFO] [553.738] - num sample: 19, num sample needed: 2048
[INFO] [554.005] - num sample: 20, num sample needed: 2048
[INFO] [554.263] - num sample: 21, num sample needed: 2048
[INFO] [554.520] - num sample: 22, num sample needed: 2048
[INFO] [554.786] - num sample: 23, num sample needed: 2048
[INFO] [555.042] - num sample: 24, num sample needed: 2048
[INFO] [555.302] - num sample: 25, num sample needed: 2048
[INFO] [555.562] - num sample: 26, num sample needed: 2048
[INFO] [555.828] - num sample: 27, num sample needed: 2048
[INFO] [556.085] - num sample: 28, num sample needed: 2048
[INFO] [556.342] - num sample: 29, num sample needed: 2048
[INFO] [556.608] - num sample: 30, num sample needed: 2048
[INFO] [556.865] - num sample: 31, num sample needed: 2048
[INFO] [557.122] - num sample: 32, num sample needed: 2048
[INFO] [557.383] - num sample: 33, num sample needed: 2048
[INFO] [557.640] - num sample: 34, num sample needed: 2048
[INFO] [557.901] - num sample: 35, num sample needed: 2048
[INFO] [558.169] - num sample: 36, num sample needed: 2048
[INFO] [558.425] - num sample: 37, num sample needed: 2048
[INFO] [558.682] - num sample: 38, num sample needed: 2048
[INFO] [558.948] - num sample: 39, num sample needed: 2048
[INFO] [559.205] - num sample: 40, num sample needed: 2048
[INFO] [559.461] - num sample: 41, num sample needed: 2048
[INFO] [559.730] - num sample: 42, num sample needed: 2048
[INFO] [559.991] - num sample: 43, num sample needed: 2048
[INFO] [560.253] - num sample: 44, num sample needed: 2048
[INFO] [560.509] - num sample: 45, num sample needed: 2048
[INFO] [560.766] - num sample: 46, num sample needed: 2048
[INFO] [561.022] - num sample: 47, num sample needed: 2048
[INFO] [561.281] - num sample: 48, num sample needed: 2048
[INFO] [561.548] - num sample: 49, num sample needed: 2048
[INFO] [561.805] - num sample: 50, num sample needed: 2048
[INFO] [562.061] - num sample: 51, num sample needed: 2048
[INFO] [562.327] - num sample: 52, num sample needed: 2048
[INFO] [562.584] - num sample: 53, num sample needed: 2048
[INFO] [562.841] - num sample: 54, num sample needed: 2048
[INFO] [563.102] - num sample: 55, num sample needed: 2048
[INFO] [563.362] - num sample: 56, num sample needed: 2048
[INFO] [563.620] - num sample: 57, num sample needed: 2048
[INFO] [563.887] - num sample: 58, num sample needed: 2048
[INFO] [564.143] - num sample: 59, num sample needed: 2048
[INFO] [564.408] - num sample: 60, num sample needed: 2048
[INFO] [564.680] - num sample: 61, num sample needed: 2048
[INFO] [564.948] - num sample: 62, num sample needed: 2048
[INFO] [565.204] - num sample: 63, num sample needed: 2048
[INFO] [565.461] - num sample: 64, num sample needed: 2048
[INFO] [565.728] - num sample: 65, num sample needed: 2048
[INFO] [565.985] - num sample: 66, num sample needed: 2048
[INFO] [566.241] - num sample: 67, num sample needed: 2048
[INFO] [566.518] - num sample: 68, num sample needed: 2048
[INFO] [566.775] - num sample: 69, num sample needed: 2048
[INFO] [567.031] - num sample: 70, num sample needed: 2048
[INFO] [567.295] - num sample: 71, num sample needed: 2048
[INFO] [567.551] - num sample: 72, num sample needed: 2048
[INFO] [567.810] - num sample: 73, num sample needed: 2048
[INFO] [568.077] - num sample: 74, num sample needed: 2048
[INFO] [568.333] - num sample: 75, num sample needed: 2048
[INFO] [568.590] - num sample: 76, num sample needed: 2048
[INFO] [568.874] - num sample: 77, num sample needed: 2048
[INFO] [569.130] - num sample: 78, num sample needed: 2048
[INFO] [569.392] - num sample: 79, num sample needed: 2048
[INFO] [569.672] - num sample: 80, num sample needed: 2048
[INFO] [569.941] - num sample: 81, num sample needed: 2048
[INFO] [570.210] - num sample: 82, num sample needed: 2048
[INFO] [570.477] - num sample: 83, num sample needed: 2048
[INFO] [570.734] - num sample: 84, num sample needed: 2048
[INFO] [570.990] - num sample: 85, num sample needed: 2048
[INFO] [571.261] - num sample: 86, num sample needed: 2048
[INFO] [571.528] - num sample: 87, num sample needed: 2048
[INFO] [571.809] - num sample: 88, num sample needed: 2048
[INFO] [572.065] - num sample: 89, num sample needed: 2048
[INFO] [572.322] - num sample: 90, num sample needed: 2048
[INFO] [572.580] - num sample: 91, num sample needed: 2048
[INFO] [572.849] - num sample: 92, num sample needed: 2048
[INFO] [573.106] - num sample: 93, num sample needed: 2048
[INFO] [573.362] - num sample: 94, num sample needed: 2048
[INFO] [573.629] - num sample: 95, num sample needed: 2048
[INFO] [573.885] - num sample: 96, num sample needed: 2048
[INFO] [574.142] - num sample: 97, num sample needed: 2048
[INFO] [574.402] - num sample: 98, num sample needed: 2048
[INFO] [574.670] - num sample: 99, num sample needed: 2048
[INFO] [574.933] - num sample: 100, num sample needed: 2048
[INFO] [575.190] - num sample: 101, num sample needed: 2048
[INFO] [575.465] - num sample: 102, num sample needed: 2048
[INFO] [575.721] - num sample: 103, num sample needed: 2048
[INFO] [575.988] - num sample: 104, num sample needed: 2048
[INFO] [576.244] - num sample: 105, num sample needed: 2048
[INFO] [576.500] - num sample: 106, num sample needed: 2048
[INFO] [576.778] - num sample: 107, num sample needed: 2048
[INFO] [577.034] - num sample: 108, num sample needed: 2048
[INFO] [577.290] - num sample: 109, num sample needed: 2048
[INFO] [577.557] - num sample: 110, num sample needed: 2048
[INFO] [577.813] - num sample: 111, num sample needed: 2048
[INFO] [578.069] - num sample: 112, num sample needed: 2048
[INFO] [578.326] - num sample: 113, num sample needed: 2048
[INFO] [578.582] - num sample: 114, num sample needed: 2048
[INFO] [578.858] - num sample: 115, num sample needed: 2048
[INFO] [579.121] - num sample: 116, num sample needed: 2048
[INFO] [579.387] - num sample: 117, num sample needed: 2048
[INFO] [579.643] - num sample: 118, num sample needed: 2048
[INFO] [579.900] - num sample: 119, num sample needed: 2048
[INFO] [580.157] - num sample: 120, num sample needed: 2048
[INFO] [580.413] - num sample: 121, num sample needed: 2048
[INFO] [580.670] - num sample: 122, num sample needed: 2048
[INFO] [580.935] - num sample: 123, num sample needed: 2048
[INFO] [581.191] - num sample: 124, num sample needed: 2048
[INFO] [581.471] - num sample: 125, num sample needed: 2048
[INFO] [581.738] - num sample: 126, num sample needed: 2048
[INFO] [581.994] - num sample: 127, num sample needed: 2048
[INFO] [582.251] - num sample: 128, num sample needed: 2048
[INFO] [582.520] - num sample: 129, num sample needed: 2048
[INFO] [582.793] - num sample: 130, num sample needed: 2048
[INFO] [583.050] - num sample: 131, num sample needed: 2048
[INFO] [583.317] - num sample: 132, num sample needed: 2048
[INFO] [583.573] - num sample: 133, num sample needed: 2048
[INFO] [583.829] - num sample: 134, num sample needed: 2048
[INFO] [584.104] - num sample: 135, num sample needed: 2048
[INFO] [584.361] - num sample: 136, num sample needed: 2048
[INFO] [584.629] - num sample: 137, num sample needed: 2048
[INFO] [584.900] - num sample: 138, num sample needed: 2048
[INFO] [585.167] - num sample: 139, num sample needed: 2048
[INFO] [585.423] - num sample: 140, num sample needed: 2048
[INFO] [585.680] - num sample: 141, num sample needed: 2048
[INFO] [585.937] - num sample: 142, num sample needed: 2048
[INFO] [586.193] - num sample: 143, num sample needed: 2048
[INFO] [586.450] - num sample: 144, num sample needed: 2048
[INFO] [586.706] - num sample: 145, num sample needed: 2048
[INFO] [586.962] - num sample: 146, num sample needed: 2048
[INFO] [587.221] - num sample: 147, num sample needed: 2048
[INFO] [587.490] - num sample: 148, num sample needed: 2048
[INFO] [587.762] - num sample: 149, num sample needed: 2048
[INFO] [588.028] - num sample: 150, num sample needed: 2048
[INFO] [588.285] - num sample: 151, num sample needed: 2048
[INFO] [588.541] - num sample: 152, num sample needed: 2048
[INFO] [588.801] - num sample: 153, num sample needed: 2048
[INFO] [589.067] - num sample: 154, num sample needed: 2048
[INFO] [589.323] - num sample: 155, num sample needed: 2048
[INFO] [589.580] - num sample: 156, num sample needed: 2048
[INFO] [589.846] - num sample: 157, num sample needed: 2048
[INFO] [590.107] - num sample: 158, num sample needed: 2048
[INFO] [590.368] - num sample: 159, num sample needed: 2048
[INFO] [590.624] - num sample: 160, num sample needed: 2048
[INFO] [590.895] - num sample: 161, num sample needed: 2048
[INFO] [591.152] - num sample: 162, num sample needed: 2048
[INFO] [591.410] - num sample: 163, num sample needed: 2048
[INFO] [591.684] - num sample: 164, num sample needed: 2048
[INFO] [591.941] - num sample: 165, num sample needed: 2048
[INFO] [592.204] - num sample: 166, num sample needed: 2048
[INFO] [592.466] - num sample: 167, num sample needed: 2048
[INFO] [592.722] - num sample: 168, num sample needed: 2048
[INFO] [592.981] - num sample: 169, num sample needed: 2048
[INFO] [593.254] - num sample: 170, num sample needed: 2048
[INFO] [593.544] - num sample: 171, num sample needed: 2048
[INFO] [593.801] - num sample: 172, num sample needed: 2048
[INFO] [594.069] - num sample: 173, num sample needed: 2048
[INFO] [594.331] - num sample: 174, num sample needed: 2048
[INFO] [594.598] - num sample: 175, num sample needed: 2048
[INFO] [594.854] - num sample: 176, num sample needed: 2048
[INFO] [595.110] - num sample: 177, num sample needed: 2048
[INFO] [595.379] - num sample: 178, num sample needed: 2048
[INFO] [595.635] - num sample: 179, num sample needed: 2048
[INFO] [595.891] - num sample: 180, num sample needed: 2048
[INFO] [596.156] - num sample: 181, num sample needed: 2048
[INFO] [596.412] - num sample: 182, num sample needed: 2048
[INFO] [596.671] - num sample: 183, num sample needed: 2048
[INFO] [596.938] - num sample: 184, num sample needed: 2048
[INFO] [597.195] - num sample: 185, num sample needed: 2048
[INFO] [597.451] - num sample: 186, num sample needed: 2048
[INFO] [597.707] - num sample: 187, num sample needed: 2048
[INFO] [597.963] - num sample: 188, num sample needed: 2048
[INFO] [598.220] - num sample: 189, num sample needed: 2048
[INFO] [598.483] - num sample: 190, num sample needed: 2048
[INFO] [598.740] - num sample: 191, num sample needed: 2048
[INFO] [598.996] - num sample: 192, num sample needed: 2048
[INFO] [599.253] - num sample: 193, num sample needed: 2048
[INFO] [599.509] - num sample: 194, num sample needed: 2048
[INFO] [599.765] - num sample: 195, num sample needed: 2048
[INFO] [600.022] - num sample: 196, num sample needed: 2048
[INFO] [600.278] - num sample: 197, num sample needed: 2048
[INFO] [600.562] - num sample: 198, num sample needed: 2048
[INFO] [600.821] - num sample: 199, num sample needed: 2048
[INFO] [601.091] - num sample: 200, num sample needed: 2048
[INFO] [601.352] - num sample: 201, num sample needed: 2048
[INFO] [601.617] - num sample: 202, num sample needed: 2048
[INFO] [601.874] - num sample: 203, num sample needed: 2048
[INFO] [602.130] - num sample: 204, num sample needed: 2048
[INFO] [602.392] - num sample: 205, num sample needed: 2048
[INFO] [602.653] - num sample: 206, num sample needed: 2048
[INFO] [602.909] - num sample: 207, num sample needed: 2048
[INFO] [603.166] - num sample: 208, num sample needed: 2048
[INFO] [603.422] - num sample: 209, num sample needed: 2048
[INFO] [603.679] - num sample: 210, num sample needed: 2048
[INFO] [603.935] - num sample: 211, num sample needed: 2048
[INFO] [604.192] - num sample: 212, num sample needed: 2048
[INFO] [604.448] - num sample: 213, num sample needed: 2048
[INFO] [604.705] - num sample: 214, num sample needed: 2048
[INFO] [604.964] - num sample: 215, num sample needed: 2048
[INFO] [605.221] - num sample: 216, num sample needed: 2048
[INFO] [605.480] - num sample: 217, num sample needed: 2048
[INFO] [605.748] - num sample: 218, num sample needed: 2048
[INFO] [606.017] - num sample: 219, num sample needed: 2048
[INFO] [606.273] - num sample: 220, num sample needed: 2048
[INFO] [606.530] - num sample: 221, num sample needed: 2048
[INFO] [606.801] - num sample: 222, num sample needed: 2048
[INFO] [607.081] - num sample: 223, num sample needed: 2048
[INFO] [607.347] - num sample: 224, num sample needed: 2048
[INFO] [607.603] - num sample: 225, num sample needed: 2048
[INFO] [607.859] - num sample: 226, num sample needed: 2048
[INFO] [608.116] - num sample: 227, num sample needed: 2048
[INFO] [608.372] - num sample: 228, num sample needed: 2048
[INFO] [608.631] - num sample: 229, num sample needed: 2048
[INFO] [608.892] - num sample: 230, num sample needed: 2048
[INFO] [609.159] - num sample: 231, num sample needed: 2048
[INFO] [609.415] - num sample: 232, num sample needed: 2048
[INFO] [609.672] - num sample: 233, num sample needed: 2048
[INFO] [609.938] - num sample: 234, num sample needed: 2048
[INFO] [610.195] - num sample: 235, num sample needed: 2048
[INFO] [610.451] - num sample: 236, num sample needed: 2048
[INFO] [610.728] - num sample: 237, num sample needed: 2048
[INFO] [610.985] - num sample: 238, num sample needed: 2048
[INFO] [611.241] - num sample: 239, num sample needed: 2048
[INFO] [611.523] - num sample: 240, num sample needed: 2048
[INFO] [611.782] - num sample: 241, num sample needed: 2048
[INFO] [612.040] - num sample: 242, num sample needed: 2048
[INFO] [612.302] - num sample: 243, num sample needed: 2048
[INFO] [612.569] - num sample: 244, num sample needed: 2048
[INFO] [612.826] - num sample: 245, num sample needed: 2048
[INFO] [613.082] - num sample: 246, num sample needed: 2048
[INFO] [613.349] - num sample: 247, num sample needed: 2048
[INFO] [613.621] - num sample: 248, num sample needed: 2048
[INFO] [613.890] - num sample: 249, num sample needed: 2048
[INFO] [614.170] - num sample: 250, num sample needed: 2048
[INFO] [614.434] - num sample: 251, num sample needed: 2048
[INFO] [614.690] - num sample: 252, num sample needed: 2048
[INFO] [614.957] - num sample: 253, num sample needed: 2048
[INFO] [615.233] - num sample: 254, num sample needed: 2048
[INFO] [615.489] - num sample: 255, num sample needed: 2048
[INFO] [615.746] - num sample: 256, num sample needed: 2048
[INFO] [616.002] - num sample: 257, num sample needed: 2048
[INFO] [616.271] - num sample: 258, num sample needed: 2048
[INFO] [616.542] - num sample: 259, num sample needed: 2048
[INFO] [616.808] - num sample: 260, num sample needed: 2048
[INFO] [617.067] - num sample: 261, num sample needed: 2048
[INFO] [617.335] - num sample: 262, num sample needed: 2048
[INFO] [617.591] - num sample: 263, num sample needed: 2048
[INFO] [617.850] - num sample: 264, num sample needed: 2048
[INFO] [618.117] - num sample: 265, num sample needed: 2048
[INFO] [618.386] - num sample: 266, num sample needed: 2048
[INFO] [618.642] - num sample: 267, num sample needed: 2048
[INFO] [618.911] - num sample: 268, num sample needed: 2048
[INFO] [619.178] - num sample: 269, num sample needed: 2048
[INFO] [619.434] - num sample: 270, num sample needed: 2048
[INFO] [619.691] - num sample: 271, num sample needed: 2048
[INFO] [619.957] - num sample: 272, num sample needed: 2048
[INFO] [620.213] - num sample: 273, num sample needed: 2048
[INFO] [620.470] - num sample: 274, num sample needed: 2048
[INFO] [620.742] - num sample: 275, num sample needed: 2048
[INFO] [621.015] - num sample: 276, num sample needed: 2048
[INFO] [621.271] - num sample: 277, num sample needed: 2048
[INFO] [621.540] - num sample: 278, num sample needed: 2048
[INFO] [621.820] - num sample: 279, num sample needed: 2048
[INFO] [622.084] - num sample: 280, num sample needed: 2048
[INFO] [622.340] - num sample: 281, num sample needed: 2048
[INFO] [622.607] - num sample: 282, num sample needed: 2048
[INFO] [622.863] - num sample: 283, num sample needed: 2048
[INFO] [623.121] - num sample: 284, num sample needed: 2048
[INFO] [623.387] - num sample: 285, num sample needed: 2048
[INFO] [623.643] - num sample: 286, num sample needed: 2048
[INFO] [623.900] - num sample: 287, num sample needed: 2048
[INFO] [624.169] - num sample: 288, num sample needed: 2048
[INFO] [624.425] - num sample: 289, num sample needed: 2048
[INFO] [624.681] - num sample: 290, num sample needed: 2048
[INFO] [624.948] - num sample: 291, num sample needed: 2048
[INFO] [625.204] - num sample: 292, num sample needed: 2048
[INFO] [625.461] - num sample: 293, num sample needed: 2048
[INFO] [625.727] - num sample: 294, num sample needed: 2048
[INFO] [625.984] - num sample: 295, num sample needed: 2048
[INFO] [626.241] - num sample: 296, num sample needed: 2048
[INFO] [626.517] - num sample: 297, num sample needed: 2048
